User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1003485,McCrary,P00126525,F,46-50,47,0,Abuja,Central,Retail,Food,1,19508,,
1003486,Gaurav,P00126526,F,36-45,41,0,Lagos,Western,Aviation,Food,3,19507,,
1003487,Dunbar,P00126527,F,26-35,26,0,Kastina,Northern,Automobile,Food,1,19507,,
1003488,O'Rourke,P00126528,F,46-50,49,0,Kano,Northern,Textile,Food,3,19506,,
1003489,Akanksha,P00126529,F,55+,90,1,P/H,Southern,Banking,Food,1,19505,,
1003490,Koutras,P00126530,F,55+,56,1,Kastina,Northern,Automobile,Food,4,19499,,
1003491,Aromal,P00126531,F,26-35,26,1,Kaduna,Northern,Chemical,Food,2,19499,,
1003492,Luke,P00126532,M,26-35,29,0,Ibadan,Western,IT Sector,Food,2,19497,,
1003493,Sheldon,P00126533,F,26-35,33,1,Kaduna,Northern,Aviation,Food,2,19495,,
1003494,Brosina,P00126534,F,26-35,34,0,Lagos,Western,Media,Food,2,19493,,
1003495,Crebassa,P00126535,F,18-25,23,1,Anambra ,Eastern,IT Sector,Food,4,19490,,
1003496,Dona,P00126536,F,36-45,43,1,Kaduna,Northern,Food Processing,Food,2,19490,,
1003497,Monica,P00126537,M,51-55,51,0,Kaduna,Northern,IT Sector,Food,2,19490,,
1003498,Brown,P00126538,F,46-50,48,1,Abuja,Central,Automobile,Food,2,19489,,
1003499,Lloyd,P00126539,F,18-25,19,1,Kaduna,Northern,Healthcare,Food,1,19488,,
1003500,Craig,P00126540,F,55+,63,0,Imo,Eastern,Agriculture,Food,3,19487,,
1003501,Cartwright,P00126541,F,26-35,26,0,Enugu,Eastern,Aviation,Food,1,19486,,
1003502,Bavinger,P00126542,F,36-45,37,0,P/H,Southern,Automobile,Food,3,19484,,
1003503,Chapman,P00126543,F,18-25,19,0,Imo,Eastern,Automobile,Food,3,19484,,
1003504,Dawkins,P00126544,F,18-25,20,0,Kastina,Northern,Media,Food,4,19483,,
1003505,Manning,P00126545,F,36-45,36,0,Imo,Eastern,Healthcare,Food,3,19477,,
1003506,Aarushi,P00126546,F,36-45,43,1,Imo,Eastern,IT Sector,Food,2,19477,,
1003507,Wilson,P00126547,M,51-55,52,0,Kastina,Northern,Healthcare,Food,2,19477,,
1003508,Jesus,P00126548,F,18-25,22,0,Kastina,Northern,IT Sector,Food,4,19474,,
1003509,Farah,P00126549,F,18-25,21,0,Kaduna,Northern,Healthcare,Food,2,19474,,
1003510,Hendricks,P00126550,M,18-25,20,0,Anambra ,Eastern,Healthcare,Food,1,19472,,
1003511,Vasudev,P00126551,M,26-35,26,0,Imo,Eastern,Food Processing,Food,1,19472,,
1003512,Toch,P00126552,F,36-45,44,1,Lagos,Western,Agriculture,Food,3,19469,,
1003513,Dilbeck,P00126553,F,26-35,26,0,Kaduna,Northern,Chemical,Food,4,19467,,
1003514,Kastensmidt,P00126554,F,26-35,32,1,Kano,Northern,Media,Food,1,19466,,
1003515,Tejeswini,P00126555,F,26-35,33,0,Enugu,Eastern,Chemical,Food,2,19466,,
1003516,Harsh,P00126556,M,46-50,47,1,cross river,Southern,Govt,Food,1,19465,,
1003517,Harsh,P00126557,M,46-50,47,1,Abia ,Eastern,Govt,Food,4,19465,,
1003518,William,P00126558,F,26-35,26,0,Kastina,Northern,IT Sector,Food,3,19462,,
1003519,Sakshi,P00126559,M,18-25,25,0,Kaduna,Northern,Retail,Food,4,19459,,
1003520,Kasheen,P00126560,F,26-35,32,1,Kaduna,Northern,IT Sector,Food,2,19457,,
1003521,Shreya,P00126561,M,55+,92,1,Kaduna,Northern,Banking,Food,2,19457,,
1003522,Aryan,P00126562,M,26-35,28,0,Kastina,Northern,Construction,Food,4,19456,,
1003523,Sukant,P00126563,F,18-25,23,1,Kogi,Central,Chemical,Food,3,19455,,
1003524,Christina,P00126564,F,36-45,38,1,Lagos,Western,Media,Food,4,19454,,
1003525,Gelder,P00126565,F,26-35,31,1,Kastina,Northern,Govt,Food,1,19454,,
1003526,Heidel,P00126566,M,26-35,35,1,Enugu,Eastern,Textile,Food,3,19451,,
1003527,Nat,P00126567,M,36-45,42,0,Ogun,Western,Banking,Food,3,19450,,
1003528,LaWare,P00126568,F,26-35,30,0,Kaduna,Northern,Govt,Food,1,19449,,
1003529,Aditi,P00126569,F,18-25,19,1,Kaduna,Northern,Construction,Food,1,19448,,
1003530,Catlett,P00126570,M,26-35,32,1,Kaduna,Northern,Lawyer,Food,3,19446,,
1003531,Katz,P00126571,F,26-35,29,0,Lagos,Western,Healthcare,Food,2,19445,,
1003532,Yash,P00126572,M,36-45,44,1,Kastina,Northern,Banking,Food,1,19445,,
1003533,Roper,P00126573,M,51-55,52,1,Jos,Central,Media,Food,3,19444,,
1003534,Dortch,P00126574,F,18-25,18,0,Imo,Eastern,IT Sector,Food,2,19443,,
1003535,Shreyshi,P00126575,F,26-35,29,0,Kano,Northern,Banking,Food,4,19441,,
1003536,Lomonaco,P00126576,F,26-35,34,1,Kaduna,Northern,IT Sector,Food,3,19438,,
1003537,Madhav,P00126577,M,26-35,26,1,Abuja,Central,Media,Food,4,19437,,
1003538,Ishit,P00126578,F,26-35,30,1,Kaduna,Northern,Aviation,Food,1,19437,,
1003539,Raksha,P00126579,F,18-25,22,1,Kaduna,Northern,Govt,Food,1,19436,,
1003540,Carreira,P00126580,F,36-45,38,0,Kastina,Northern,Govt,Food,1,19434,,
1003541,Sujay,P00126581,F,36-45,44,0,Kaduna,Northern,Healthcare,Food,1,19434,,
1003542,Logan,P00126582,F,26-35,35,0,Kastina,Northern,Chemical,Food,2,19433,,
1003543,Vishakha,P00126583,F,26-35,27,1,Enugu,Eastern,Aviation,Food,1,19432,,
1003544,Crebagga,P00126584,F,18-25,19,1,Kastina,Northern,Govt,Food,1,19431,,
1003545,Sweta,P00126585,F,26-35,32,1,Kaduna,Northern,IT Sector,Food,3,19431,,
1003546,Gelder,P00126586,F,26-35,34,0,Abuja,Central,Textile,Food,1,19426,,
1003547,Subhasmita,P00126587,M,0-17,16,1,Anambra ,Eastern,Hospitality,Food,3,19425,,
1003548,Zrebassa,P00126588,F,26-35,32,1,Enugu,Eastern,Hospitality,Food,2,19424,,
1003549,Crebagga,P00126589,F,46-50,46,0,Kaduna,Northern,Retail,Food,1,19423,,
1003550,Akash,P00126590,F,26-35,31,1,Abia ,Eastern,Lawyer,Food,4,19419,,
1003551,Vrinda,P00126591,M,36-45,45,0,P/H,Southern,Chemical,Food,2,19416,,
1003552,Donovan,P00126592,F,18-25,19,1,Kaduna,Northern,Media,Food,1,19415,,
1003553,Nikhil,P00126593,F,46-50,50,0,Imo,Eastern,Healthcare,Food,1,19414,,
1003554,Kritika,P00126594,F,51-55,54,1,Kaduna,Northern,Automobile,Food,3,19413,,
1003555,Avila,P00126595,M,26-35,32,0,Anambra ,Eastern,Lawyer,Food,2,19412,,
1003556,Cathy,P00126596,F,36-45,43,1,Enugu,Eastern,Aviation,Food,4,19410,,
1003557,Alex,P00126597,M,36-45,43,0,Zamfara,Northern,Hospitality,Food,3,19408,,
1003558,Weiss,P00126598,F,26-35,26,0,Anambra ,Eastern,Media,Food,2,19406,,
1003559,Burns,P00126599,F,36-45,39,0,Abia ,Eastern,Textile,Food,4,19404,,
1003560,Ankita,P00126600,F,18-25,24,1,P/H,Southern,Aviation,Food,3,19402,,
1003561,Magdelene,P00126601,F,26-35,29,0,Kastina,Northern,Healthcare,Food,4,19401,,
1003562,Maris,P00126602,F,18-25,23,1,Kaduna,Northern,Lawyer,Food,1,19401,,
1003563,Vaibhav,P00126603,F,26-35,29,0,Lagos,Western,Construction,Food,2,19400,,
1003564,McAfee,P00126604,F,36-45,41,1,Ibadan,Western,Automobile,Food,1,19399,,
1003565,Flanagan,P00126605,F,36-45,37,1,Kastina,Northern,Healthcare,Food,2,19399,,
1003566,Lee,P00126606,F,36-45,41,0,Kastina,Northern,Healthcare,Food,3,19395,,
1003567,Divyansha,P00126607,F,51-55,52,0,Kaduna,Northern,Banking,Food,1,19395,,
1003568,Alejandro,P00126608,F,51-55,53,0,Imo,Eastern,Agriculture,Food,4,19394,,
1003569,Manjiri,P00126609,F,36-45,41,0,Kaduna,Northern,Agriculture,Food,2,19392,,
1003570,Shatayu,P00126610,M,18-25,25,0,Imo,Eastern,IT Sector,Food,4,19391,,
1003571,Grayson,P00126611,F,26-35,34,1,Kaduna,Northern,Healthcare,Food,4,19386,,
1003572,Pratyusmita,P00126612,M,18-25,19,1,Kogi,Central,Aviation,Food,3,19385,,
1003573,Suzanne,P00126613,M,26-35,30,1,Lagos,Western,Banking,Food,3,19383,,
1003574,Cyma,P00126614,M,36-45,37,0,Kastina,Northern,Chemical,Food,4,19381,,
1003575,Wale,P00126615,F,26-35,29,0,Lagos,Western,Retail,Food,4,19380,,
1003576,Pranav,P00126616,F,55+,90,0,Enugu,Eastern,IT Sector,Food,3,19380,,
1003577,Manshul,P00126617,M,26-35,30,1,Kaduna,Northern,IT Sector,Food,3,19380,,
1003578,Ayush,P00126618,M,26-35,32,1,Jos,Central,Healthcare,Food,4,19379,,
1003579,Tran,P00126619,F,26-35,33,1,Kaduna,Northern,Aviation,Food,3,19378,,
1003580,Manibalan,P00126620,M,55+,67,0,Kastina,Northern,Automobile,Food,1,19376,,
1003581,Nishant,P00126621,M,26-35,33,0,Abuja,Central,Chemical,Food,4,19375,,
1003582,Rachel,P00126622,F,18-25,22,0,Enugu,Eastern,Banking,Food,2,19369,,
1003583,Southworth,P00126623,F,26-35,28,0,Abuja,Central,Banking,Food,2,19368,,
1003584,Venier,P00126624,F,26-35,26,1,Kaduna,Northern,Govt,Food,4,19368,,
1003585,Aryan,P00126625,F,36-45,36,0,Kastina,Northern,Healthcare,Food,3,19367,,
1003586,Uudhav,P00126626,F,36-45,37,0,Kaduna,Northern,Retail,Food,1,19367,,
1003587,Dickinson,P00126627,F,26-35,29,1,Enugu,Eastern,Aviation,Food,1,19363,,
1003588,Roberts,P00126628,F,26-35,29,0,Kaduna,Northern,Automobile,Food,4,19363,,
1003589,Kirkland,P00126629,F,26-35,26,0,Kaduna,Northern,Healthcare,Food,4,19361,,
1003590,Amisha,P00126630,F,36-45,36,0,Lagos,Western,Hospitality,Food,4,19356,,
1003591,Andreadi,P00126631,F,26-35,31,1,Kastina,Northern,Govt,Food,2,19356,,
1003592,Knudson,P00126632,M,18-25,25,1,Kastina,Northern,Aviation,Food,1,19355,,
1003593,Baptist,P00126633,F,51-55,51,0,Kaduna,Northern,Agriculture,Food,1,19353,,
1003594,Champaklata,P00126634,F,36-45,44,0,Anambra ,Eastern,Food Processing,Food,2,19351,,
1003595,Randy,P00126635,F,26-35,33,1,Ibadan,Western,IT Sector,Food,3,19350,,
1003596,Jay,P00126636,F,18-25,19,0,Enugu,Eastern,Agriculture,Food,1,19349,,
1003597,Vikash,P00126637,F,36-45,38,1,Enugu,Eastern,Textile,Food,1,19346,,
1003598,Patil,P00126638,F,26-35,30,0,Kaduna,Northern,Food Processing,Food,3,19346,,
1003599,Greene,P00126639,M,18-25,20,1,Enugu,Eastern,Textile,Food,3,19345,,
1003600,Sakshi,P00126640,F,55+,75,1,Kaduna,Northern,Aviation,Food,2,19344,,
1003601,Mukesh,P00126641,F,36-45,44,0,Enugu,Eastern,Healthcare,Food,1,19342,,
1003602,Weirich,P00126642,M,46-50,48,1,Kaduna,Northern,Hospitality,Food,1,19342,,
1003603,Thomas,P00126643,M,26-35,27,1,Kaduna,Northern,Media,Food,3,19339,,
1003604,Delaney,P00126644,F,18-25,19,1,Anambra ,Eastern,Aviation,Food,4,19337,,
1003605,Neola,P00126645,F,26-35,31,0,Kano,Northern,Govt,Food,4,19336,,
1003606,Erica,P00126646,F,18-25,19,0,Anambra ,Eastern,Retail,Auto,4,19334,,
1003607,Sandra,P00126647,F,18-25,25,0,Enugu,Eastern,Retail,Food,4,19334,,
1003608,Anurag,P00126648,F,18-25,21,1,Kaduna,Northern,Chemical,Food,2,19333,,
1003609,Reichenbach,P00126649,M,51-55,52,0,Enugu,Eastern,Healthcare,Food,1,19328,,
1003610,Brian,P00126650,F,55+,82,0,Enugu,Eastern,Healthcare,Food,3,19328,,
1003611,Perrino,P00126651,F,26-35,30,0,Kaduna,Northern,Chemical,Food,1,19327,,
1003612,Pardue,P00126652,F,18-25,20,1,Enugu,Eastern,Food Processing,Food,1,19326,,
1003613,Hazard,P00126653,F,18-25,24,1,Kastina,Northern,Healthcare,Food,3,19326,,
1003614,Philisse,P00126654,M,26-35,28,0,Kaduna,Northern,Lawyer,Food,4,19326,,
1003615,Suhani,P00126655,F,36-45,42,1,Anambra ,Eastern,Aviation,Auto,1,19325,,
1003616,Kunst,P00126656,F,26-35,35,1,Abuja,Central,Chemical,Food,1,19325,,
1003617,Collister,P00126657,M,18-25,22,0,Kastina,Northern,Chemical,Food,2,19325,,
1003618,Reiten,P00126658,F,36-45,38,0,Kano,Northern,IT Sector,Food,2,19323,,
1003619,Khloe,P00126659,F,26-35,31,0,Kastina,Northern,Aviation,Food,3,19320,,
1003620,Anisha,P00126660,M,26-35,35,1,Kastina,Northern,Media,Food,2,19320,,
1003621,Anisha,P00126661,M,26-35,35,1,Kastina,Northern,Media,Food,4,19320,,
1003622,Dario,P00126662,M,26-35,35,1,Lagos,Western,Aviation,Food,3,19319,,
1003623,Neil,P00126663,F,36-45,39,1,Kano,Northern,Govt,Food,3,19319,,
1003624,Doug,P00126664,F,18-25,25,0,Kaduna,Northern,Aviation,Food,4,19318,,
1003625,Ginny,P00126665,M,26-35,27,1,Anambra ,Eastern,Lawyer,Food,3,19316,,
1003626,Hrisheekesh,P00126666,F,26-35,34,0,Anambra ,Eastern,Lawyer,Auto,1,19316,,
1003627,Barton,P00126667,F,18-25,20,1,Kaduna,Northern,Govt,Food,2,19314,,
1003628,Mrunal,P00126668,M,46-50,50,0,Abuja,Central,Textile,Food,1,19312,,
1003629,Philip,P00126669,F,46-50,46,0,Anambra ,Eastern,Lawyer,Food,4,19311,,
1003630,Champaklata,P00126670,F,36-45,43,0,Kastina,Northern,Chemical,Food,1,19311,,
1003631,Shaily,P00126671,F,26-35,34,0,Jos,Central,IT Sector,Food,1,19310,,
1003632,Harton,P00126672,M,36-45,44,1,Kaduna,Northern,Govt,Food,2,19310,,
1003633,Naresj,P00126673,F,0-17,13,1,Imo,Eastern,IT Sector,Food,3,19308,,
1003634,Suman,P00126674,M,36-45,39,1,cross river,Southern,Retail,Food,2,19307,,
1003635,Eva,P00126675,F,18-25,18,0,Kastina,Northern,Govt,Food,2,19306,,
1003636,Akshay,P00126676,M,26-35,27,0,Kaduna,Northern,Media,Food,2,19303,,
1003637,Brian,P00126677,F,26-35,32,0,Anambra ,Eastern,IT Sector,Food,2,19301,,
1003638,Fuller,P00126678,M,26-35,31,1,cross river,Southern,Govt,Food,2,19301,,
1003639,Lalita,P00126679,F,51-55,54,0,Enugu,Eastern,Govt,Food,4,19300,,
1003640,Barcio,P00126680,M,46-50,49,0,Imo,Eastern,Retail,Food,2,19300,,
1003641,Vaibhav,P00126681,F,26-35,30,0,Kaduna,Northern,Construction,Food,1,19300,,
1003642,Shreyoshe,P00126682,F,18-25,24,0,Enugu,Eastern,Media,Food,4,19297,,
1003643,Pratyusmita,P00126683,M,18-25,25,0,Lagos,Western,Aviation,Food,2,19295,,
1003644,Jacobs,P00126684,M,26-35,35,1,Ogun,Western,IT Sector,Auto,1,19295,,
1003645,Noonan,P00126685,F,18-25,24,0,Kano,Northern,Govt,Food,1,19293,,
1003646,Sauptik,P00126686,M,55+,71,0,Enugu,Eastern,Healthcare,Food,4,19293,,
1003647,Nguyen,P00126687,M,46-50,49,0,Kaduna,Northern,Aviation,Food,1,19293,,
1003648,Kampe,P00126688,F,46-50,46,0,P/H,Southern,Aviation,Food,2,19292,,
1003649,Tanvi,P00126689,F,36-45,37,0,Enugu,Eastern,Healthcare,Food,1,19292,,
1003650,Redmond,P00126690,F,36-45,42,1,Enugu,Eastern,Automobile,Food,3,19291,,
1003651,Olvera,P00126691,F,26-35,32,0,Kano,Northern,Govt,Food,3,19289,,
1003652,Nockton,P00126692,F,26-35,32,1,P/H,Southern,Aviation,Food,4,19285,,
1003653,Gopal,P00126693,M,36-45,26,1,Anambra ,Eastern,IT Sector,Food,1,19284,,
1003654,Liz,P00126694,F,0-17,12,0,Kastina,Northern,IT Sector,Food,2,19284,,
1003655,Cynthia,P00126695,M,0-17,15,0,Imo,Eastern,Retail,Food,1,19283,,
1003656,Muhammed,P00126696,F,0-17,15,0,Anambra ,Eastern,Healthcare,Food,3,19282,,
1003657,Lela,P00126697,M,26-35,32,0,Zamfara,Northern,Hospitality,Food,1,19282,,
1003658,Emerson,P00126698,F,36-45,40,1,Anambra ,Eastern,Textile,Auto,3,19280,,
1003659,Vandana,P00126699,M,18-25,20,0,Ogun,Western,Healthcare,Food,4,19280,,
1003660,Bhavna,P00126700,M,26-35,31,0,Ogun,Western,Govt,Food,1,19280,,
1003661,Moren,P00126701,F,26-35,35,1,Abuja,Central,Chemical,Food,4,19278,,
1003662,Linda,P00126702,F,18-25,23,0,Lagos,Western,Retail,Food,2,19273,,
1003663,Farhat,P00126703,F,26-35,33,1,Enugu,Eastern,Banking,Food,3,19268,,
1003664,K,P00126704,M,18-25,20,0,Kaduna,Northern,IT Sector,Food,1,19268,,
1003665,Charika,P00126705,F,26-35,30,0,Lagos,Western,IT Sector,Food,3,19267,,
1003666,Praneet,P00126706,F,18-25,22,0,Kastina,Northern,Govt,Food,3,19263,,
1003667,Lakshmi,P00126707,F,26-35,35,0,Kaduna,Northern,IT Sector,Food,3,19261,,
1003668,Hagelstein,P00126708,M,36-45,38,0,Enugu,Eastern,Agriculture,Food,1,19259,,
1003669,Atkinson,P00126709,M,46-50,49,0,Imo,Eastern,Govt,Food,1,19259,,
1003670,Redmond,P00126710,M,51-55,52,0,Lagos,Western,Retail,Food,3,19258,,
1003671,Paul,P00126711,F,51-55,53,1,Anambra ,Eastern,Banking,Food,3,19255,,
1003672,Hirasaki,P00126712,F,46-50,49,0,Kastina,Northern,Media,Food,1,19255,,
1003673,Corey-Lock,P00126713,M,18-25,19,0,Kaduna,Northern,Banking,Food,1,19254,,
1003674,Buch,P00126714,F,55+,81,1,Kano,Northern,Media,Food,2,19253,,
1003675,Neola,P00126715,M,26-35,32,0,Ogun,Western,Aviation,Food,3,19252,,
1003676,Kriz,P00126716,F,26-35,28,1,Kastina,Northern,Textile,Food,1,19251,,
1003677,Kartikay,P00126717,F,36-45,39,1,Kastina,Northern,IT Sector,Food,1,19251,,
1003678,Joe,P00126718,M,51-55,53,1,Kastina,Northern,Banking,Food,2,19251,,
1003679,Kushal,P00126719,F,36-45,37,0,Anambra ,Eastern,Construction,Food,4,19250,,
1003680,Nandita,P00126720,F,51-55,55,0,P/H,Southern,Aviation,Food,2,19249,,
1003681,Dorothy,P00126721,F,26-35,29,0,P/H,Southern,Healthcare,Food,2,19247,,
1003682,Catlett,P00126722,M,26-35,26,0,Kaduna,Northern,IT Sector,Food,2,19245,,
1003683,Jenkins,P00126723,F,36-45,38,0,Lagos,Western,Healthcare,Food,2,19243,,
1003684,Emily,P00126724,F,26-35,34,0,Anambra ,Eastern,Construction,Auto,4,19241,,
1003685,Srishti,P00126725,F,18-25,21,0,Imo,Eastern,Aviation,Food,2,19241,,
1003686,Herbert,P00126726,M,26-35,33,0,Kastina,Northern,Banking,Food,1,19238,,
1003687,Karen,P00126727,F,26-35,34,0,P/H,Southern,IT Sector,Food,4,19237,,
1003688,Vasudev,P00126728,M,26-35,26,0,P/H,Southern,Healthcare,Food,1,19235,,
1003689,Brown,P00126729,F,18-25,21,0,Kaduna,Northern,Healthcare,Food,2,19235,,
1003690,Aayushi,P00126730,F,36-45,43,0,Kano,Northern,Healthcare,Food,4,19232,,
1003691,Karen,P00126731,F,26-35,32,0,Kano,Northern,Media,Food,4,19230,,
1003692,Aditya,P00126732,M,26-35,28,1,Jos,Central,Hospitality,Food,3,19229,,
1003693,Aditya,P00126733,M,26-35,28,1,Kogi,Central,Hospitality,Food,3,19229,,
1003694,Sudevi,P00126734,M,0-17,17,0,Jos,Central,Healthcare,Food,2,19228,,
1003695,Megha,P00126735,F,18-25,22,0,Kastina,Northern,Healthcare,Food,2,19221,,
1003696,Barton,P00126736,F,18-25,21,0,Kaduna,Northern,Govt,Food,2,19221,,
1003697,Priyanka,P00126737,F,55+,66,1,Kaduna,Northern,Automobile,Food,1,19220,,
1003698,Barton,P00126738,M,0-17,17,1,Kastina,Northern,Food Processing,Food,1,19216,,
1003699,Ralph,P00126739,F,26-35,35,1,Kastina,Northern,Aviation,Food,3,19216,,
1003700,Goldenen,P00126740,F,36-45,43,0,Kaduna,Northern,Chemical,Food,1,19215,,
1003701,Cousins,P00126741,F,18-25,23,1,Imo,Eastern,Banking,Food,4,19214,,
1003702,Vasudev,P00126742,M,26-35,26,0,Kaduna,Northern,Aviation,Food,2,19214,,
1003703,Edelman,P00126743,F,51-55,53,1,Kaduna,Northern,Aviation,Food,1,19213,,
1003704,Logan,P00126744,F,51-55,52,0,P/H,Southern,IT Sector,Food,2,19211,,
1003705,Haushalter,P00126745,F,26-35,32,1,Kaduna,Northern,Hospitality,Food,1,19211,,
1003706,Harsh,P00126746,F,18-25,21,1,Kaduna,Northern,Healthcare,Food,3,19210,,
1003707,Pooja,P00126747,F,36-45,37,0,Kaduna,Northern,Media,Food,4,19209,,
1003708,Brooks,P00126748,F,36-45,38,0,Kano,Northern,Healthcare,Food,1,19208,,
1003709,Martin,P00126749,F,36-45,44,0,Enugu,Eastern,Retail,Food,3,19204,,
1003710,Shourya,P00126750,F,26-35,33,1,Kaduna,Northern,Media,Food,4,19204,,
1003711,Monu,P00126751,F,26-35,31,1,Kaduna,Northern,Aviation,Food,1,19203,,
1003712,Rose,P00126752,F,18-25,24,0,Kastina,Northern,Aviation,Food,4,19202,,
1003713,Martinez,P00126753,F,51-55,51,0,Kastina,Northern,IT Sector,Food,4,19198,,
1003714,McCrossin,P00126754,F,26-35,34,0,Abuja,Central,Chemical,Food,1,19195,,
1003715,Lisha,P00126755,M,36-45,43,1,Anambra ,Eastern,Govt,Food,3,19193,,
1003716,Gonzalez,P00126756,F,18-25,20,1,Kaduna,Northern,Lawyer,Food,2,19187,,
1003717,Tate,P00126757,M,55+,64,1,Jos,Central,Govt,Food,3,19186,,
1003718,Meghana,P00126758,F,18-25,21,0,Kastina,Northern,Chemical,Food,2,19183,,
1003719,Jesslyn,P00126759,M,26-35,27,0,Anambra ,Eastern,Aviation,Food,2,19182,,
1003720,Flashing,P00126760,F,46-50,47,0,Kano,Northern,Lawyer,Food,3,19179,,
1003721,Jeremy,P00126761,F,18-25,20,1,Kano,Northern,Food Processing,Food,4,19175,,
1003722,Hazel,P00126762,F,26-35,32,0,Kaduna,Northern,Automobile,Food,4,19175,,
1003723,William,P00126763,F,26-35,31,1,Abuja,Central,Banking,Food,2,19171,,
1003724,Phan,P00126764,M,0-17,13,0,Ogun,Western,Construction,Food,3,19169,,
1003725,Parna,P00126765,F,36-45,45,0,Kaduna,Northern,Aviation,Food,2,19166,,
1003726,Vicky,P00126766,M,36-45,36,0,Kaduna,Northern,Healthcare,Food,1,19164,,
1003727,Linda,P00126767,F,26-35,34,0,Kastina,Northern,Chemical,Food,3,19163,,
1003728,Ajay,P00126768,F,46-50,49,0,Enugu,Eastern,Agriculture,Food,4,19160,,
1003729,Shaily,P00126769,F,26-35,35,0,Kaduna,Northern,Retail,Food,4,19159,,
1003730,Jasper,P00126770,F,36-45,36,1,Anambra ,Eastern,Govt,Food,3,19155,,
1003731,Martinez,P00126771,F,26-35,28,1,Kano,Northern,Banking,Food,3,19155,,
1003732,Cox,P00126772,F,46-50,50,1,P/H,Southern,Chemical,Food,3,19147,,
1003733,Arntzen,P00126773,F,26-35,32,0,Imo,Eastern,Aviation,Food,4,19145,,
1003734,Chikku,P00126774,F,18-25,23,1,Abuja,Central,Govt,Food,1,19143,,
1003735,Debra,P00126775,F,26-35,30,0,Kaduna,Northern,Construction,Food,2,19141,,
1003736,Ameesha,P00126776,F,36-45,41,0,Kaduna,Northern,Banking,Food,1,19141,,
1003737,Amlan,P00126777,F,26-35,31,0,Imo,Eastern,Healthcare,Food,1,19139,,
1003738,Blanton,P00126778,M,46-50,49,1,Imo,Eastern,Aviation,Food,1,19138,,
1003739,Trevino,P00126779,M,26-35,28,1,cross river,Southern,Food Processing,Auto,4,19137,,
1003740,Ballard,P00126780,M,36-45,38,1,Lagos,Western,IT Sector,Food,2,19136,,
1003741,Cathy,P00126781,F,18-25,25,0,Kastina,Northern,Healthcare,Food,2,19135,,
1003742,Logan,P00126782,F,0-17,13,0,Abuja,Central,Retail,Food,4,19133,,
1003743,Hastings,P00126783,M,51-55,52,0,Abuja,Central,Automobile,Food,3,19131,,
1003744,Turumella,P00126784,F,26-35,35,0,Kano,Northern,Healthcare,Food,4,19130,,
1003745,Jenkins,P00126785,F,46-50,47,0,Imo,Eastern,Govt,Food,1,19129,,
1003746,Emily,P00126786,F,26-35,29,0,P/H,Southern,Aviation,Food,1,19126,,
1003747,Elpida,P00126787,F,26-35,30,0,P/H,Southern,Healthcare,Food,4,19126,,
1003748,John,P00126788,M,26-35,30,0,P/H,Southern,Healthcare,Food,2,19125,,
1003749,Dashyam,P00126789,F,26-35,29,0,Kaduna,Northern,Healthcare,Food,1,19122,,
1003750,Bharat,P00126790,F,36-45,41,0,Kaduna,Northern,IT Sector,Food,3,19122,,
1003751,Roland,P00126791,M,18-25,20,0,Ogun,Western,IT Sector,Food,1,19119,,
1003752,Bühler,P00126792,M,18-25,23,1,Imo,Eastern,IT Sector,Food,1,19119,,
1003753,Vikash,P00126793,F,36-45,45,1,Kaduna,Northern,Media,Food,2,19119,,
1003754,Marley,P00126794,F,26-35,26,0,Anambra ,Eastern,Healthcare,Food,1,19116,,
1003755,Pratiksha,P00126795,F,36-45,44,0,Lagos,Western,Food Processing,Food,3,19116,,
1003756,Marley,P00126796,F,36-45,38,1,Kano,Northern,Aviation,Food,3,19115,,
1003757,Jamie,P00126797,F,26-35,35,0,Enugu,Eastern,Hospitality,Food,1,19115,,
1003758,James,P00126798,F,36-45,40,0,Kastina,Northern,Healthcare,Food,3,19114,,
1003759,Collister,P00126799,M,18-25,25,1,Kaduna,Northern,Banking,Food,2,19113,,
1003760,Grant,P00126800,F,26-35,28,1,Imo,Eastern,Govt,Food,3,19112,,
1003761,Federle,P00126801,M,18-25,24,1,Enugu,Eastern,IT Sector,Food,4,19111,,
1003762,Blanton,P00126802,F,51-55,51,0,Kastina,Northern,IT Sector,Food,2,19110,,
1003763,Olsen,P00126803,M,26-35,28,1,Kaduna,Northern,Media,Food,4,19110,,
1003764,Darley,P00126804,F,18-25,18,1,Kaduna,Northern,IT Sector,Food,3,19109,,
1003765,Nidhi,P00126805,M,26-35,30,1,Kaduna,Northern,Food Processing,Food,4,19108,,
1003766,Krutika,P00126806,F,26-35,28,0,Kaduna,Northern,IT Sector,Food,2,19106,,
1003767,Thornton,P00126807,F,46-50,50,1,P/H,Southern,IT Sector,Food,3,19105,,
1003768,Ajay,P00126808,F,46-50,50,0,Enugu,Eastern,Construction,Food,4,19101,,
1003769,Kirti,P00126809,F,18-25,19,1,Abuja,Central,Aviation,Food,2,19099,,
1003770,Karandeep,P00126810,F,26-35,30,0,Lagos,Western,Healthcare,Food,2,19096,,
1003771,Moren,P00126811,F,18-25,23,0,Kastina,Northern,Media,Food,2,19096,,
1003772,Brian,P00126812,F,55+,73,1,P/H,Southern,Banking,Food,2,19095,,
